ticker,company,keywords
RERE,ATRenew Inc.,"['RERE', 'ATRenew']"
RES,"RPC, Inc.","['RES', 'RPC']"
REVG,"REV Group, Inc.","['REVG', 'REV']"
REX,REX American Resources Corporation,"['REX', 'REX American Resources']"
REXR,"Rexford Industrial Realty, Inc.","['REXR', 'Rexford Industrial Realty']"
REZI,"Resideo Technologies, Inc.","['REZI', 'Resideo Technologies']"
RF,Regions Financial Corporation,"['RF', 'Regions Financial']"
RGA,"Reinsurance Group of America, Incorporated","['RGA', 'Reinsurance of America']"
RGR,"Sturm, Ruger & Company, Inc.","['RGR', 'Sturm Ruger &']"
RH,RH,"['RH', 'RH']"
RHI,Robert Half Inc.,"['RHI', 'Robert Half']"
RHP,"Ryman Hospitality Properties, Inc.","['RHP', 'Ryman Hospitality Properties']"
RIG,Transocean Ltd.,"['RIG', 'Transocean']"
RIO,Rio Tinto Group,"['RIO', 'Rio Tinto']"
RITM,Rithm Capital Corp.,"['RITM', 'Rithm Capital']"
RJF,"Raymond James Financial, Inc.","['RJF', 'Raymond James Financial']"
RKT,"Rocket Companies, Inc.","['RKT', 'Rocket Companies']"
RL,Ralph Lauren Corporation,"['RL', 'Ralph Lauren']"
RLI,RLI Corp.,"['RLI', 'RLI']"
RLJ,RLJ Lodging Trust,"['RLJ', 'RLJ Lodging Trust']"
RLX,RLX Technology Inc.,"['RLX', 'RLX Technology']"
RM,Regional Management Corp.,"['RM', 'Regional Management']"
RMAX,"RE/MAX Holdings, Inc.","['RMAX', 'RE/MAX Holdings']"
RMD,ResMed Inc.,"['RMD', 'ResMed']"
RNG,"RingCentral, Inc.","['RNG', 'RingCentral']"
RNR,RenaissanceRe Holdings Ltd.,"['RNR', 'RenaissanceRe Holdings']"
RNST,Renasant Corporation,"['RNST', 'Renasant']"
ROG,Rogers Corporation,"['ROG', 'Rogers']"
ROK,"Rockwell Automation, Inc.","['ROK', 'Rockwell Automation']"
ROL,"Rollins, Inc.","['ROL', 'Rollins']"
RPM,RPM International Inc.,"['RPM', 'RPM']"
RPT,RPT Realty,"['RPT', 'RPT Realty']"
RQI,"Cohen & Steers Quality Income Realty Fund, Inc.","['RQI', 'Cohen & Steers Quality Income Realty Fund']"
RRC,Range Resources Corporation,"['RRC', 'Range Resources']"
RRX,Regal Rexnord Corporation,"['RRX', 'Regal Rexnord']"
RS,Reliance Steel & Aluminum Co.,"['RS', 'Reliance Steel & Aluminum']"
RSG,"Republic Services, Inc.","['RSG', 'Republic']"
RSI,"Rush Street Interactive, Inc.","['RSI', 'Rush Street Interactive']"
RSKD,Riskified Ltd.,"['RSKD', 'Riskified']"
RTO,Rentokil Initial plc,"['RTO', 'Rentokil Initial']"
RTX,RTX Corporation,"['RTX', 'RTX']"
RVLV,"Revolve Group, Inc.","['RVLV', 'Revolve']"
RVTY,"Revvity, Inc.","['RVTY', 'Revvity']"
RWT,"Redwood Trust, Inc.","['RWT', 'Redwood Trust']"
RXO,"RXO, Inc.","['RXO', 'RXO']"
RY,Royal Bank of Canada,"['RY', 'Royal of Canada']"
RYAM,Rayonier Advanced Materials Inc.,"['RYAM', 'Rayonier Advanced Materials']"
RYAN,"Ryan Specialty Holdings, Inc.","['RYAN', 'Ryan Specialty Holdings']"
RYI,Ryerson Holding Corporation,"['RYI', 'Ryerson Holding']"
RYN,Rayonier Inc.,"['RYN', 'Rayonier']"
S,"SentinelOne, Inc.","['S', 'SentinelOne']"
SAFE,Safehold Inc.,"['SAFE', 'Safehold']"
SAH,"Sonic Automotive, Inc.","['SAH', 'Sonic Automotive']"
SAIC,Science Applications International Corporation,"['SAIC', 'Science Applications']"
SAM,"The Boston Beer Company, Inc.","['SAM', 'Boston Beer']"
SAN,"Banco Santander, S.A.","['SAN', 'Banco Santander']"
SAP,SAP SE,"['SAP', 'SAP SE']"
SAVE,"Spirit Airlines, Inc.","['SAVE', 'Spirit Airlines']"
SBH,"Sally Beauty Holdings, Inc.","['SBH', 'Sally Beauty Holdings']"
SBOW,"SilverBow Resources, Inc.","['SBOW', 'SilverBow Resources']"
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,"['SBS', 'Companhia de Saneamento Básico do Estado de São Paulo - SABESP']"
SBSW,Sibanye Stillwater Limited,"['SBSW', 'Sibanye Stillwater']"
SCCO,Southern Copper Corporation,"['SCCO', 'Southern Copper']"
SCHW,The Charles Schwab Corporation,"['SCHW', 'Charles Schwab']"
SCI,Service Corporation International,"['SCI', '']"
SCL,Stepan Company,"['SCL', 'Stepan']"
SCS,Steelcase Inc.,"['SCS', 'Steelcase']"
SD,"SandRidge Energy, Inc.","['SD', 'SandRidge Energy']"
SE,Sea Limited,"['SE', 'Sea']"
SEAS,"SeaWorld Entertainment, Inc.","['SEAS', 'SeaWorld Entertainment']"
SEE,Sealed Air Corporation,"['SEE', 'Sealed Air']"
SEM,Select Medical Holdings Corporation,"['SEM', 'Select Medical Holdings']"
SEMR,"Semrush Holdings, Inc.","['SEMR', 'Semrush Holdings']"
SES,SES AI Corporation,"['SES', 'SES AI']"
SF,Stifel Financial Corp.,"['SF', 'Stifel Financial']"
SFBS,"ServisFirst Bancshares, Inc.","['SFBS', 'ServisFirst Bancshares']"
SFL,SFL Corporation Ltd.,"['SFL', 'SFL']"
SG,"Sweetgreen, Inc.","['SG', 'Sweetgreen']"
SGHC,Super Group (SGHC) Limited,"['SGHC', 'Super (SGHC)']"
SHAK,Shake Shack Inc.,"['SHAK', 'Shake Shack']"
SHCO,Soho House & Co Inc.,"['SHCO', 'Soho House &']"
SHEL,Shell plc,"['SHEL', 'Shell']"
SHG,"Shinhan Financial Group Co., Ltd.","['SHG', 'Shinhan Financial']"
SHO,"Sunstone Hotel Investors, Inc.","['SHO', 'Sunstone Investors']"
SHOP,Shopify Inc.,"['SHOP', 'Shopify']"
SHW,The Sherwin-Williams Company,"['SHW', 'Sherwin-Williams']"
SID,Companhia Siderúrgica Nacional,"['SID', 'Companhia Siderúrgica Nacional']"
SIG,Signet Jewelers Limited,"['SIG', 'Signet Jewelers']"
SITC,SITE Centers Corp.,"['SITC', 'SITE Centers']"
SITE,"SiteOne Landscape Supply, Inc.","['SITE', 'SiteOne Landscape Supply']"
SIX,Six Flags Entertainment Corporation,"['SIX', 'Six Flags Entertainment']"
SJM,The J. M. Smucker Company,"['SJM', 'J M Smucker']"
SJW,SJW Group,"['SJW', 'SJW']"
SKIL,Skillsoft Corp.,"['SKIL', 'Skillsoft']"
SKLZ,Skillz Inc.,"['SKLZ', 'Skillz']"
SKM,"SK Telecom Co., Ltd.","['SKM', 'SK Telecom']"
SKT,Tanger Inc.,"['SKT', 'Tanger']"
SKX,"Skechers U.S.A., Inc.","['SKX', 'Skechers USA']"
SKY,Skyline Champion Corporation,"['SKY', 'Skyline Champion']"
SLB,Schlumberger Limited,"['SLB', 'Schlumberger']"
SLCA,"U.S. Silica Holdings, Inc.","['SLCA', 'US Silica Holdings']"
SLG,SL Green Realty Corp.,"['SLG', 'SL Green Realty']"
SLGN,Silgan Holdings Inc.,"['SLGN', 'Silgan Holdings']"
SLVM,Sylvamo Corporation,"['SLVM', 'Sylvamo']"
SM,SM Energy Company,"['SM', 'SM Energy']"
SMAR,Smartsheet Inc.,"['SMAR', 'Smartsheet']"
SMBK,"SmartFinancial, Inc.","['SMBK', 'SmartFinancial']"
SMFG,"Sumitomo Mitsui Financial Group, Inc.","['SMFG', 'Sumitomo Mitsui Financial']"
SMG,The Scotts Miracle-Gro Company,"['SMG', 'Scotts Miracle-Gro']"
SMP,"Standard Motor Products, Inc.","['SMP', 'Standard Motor Products']"
SMRT,"SmartRent, Inc.","['SMRT', 'SmartRent']"
SN,"SharkNinja, Inc.","['SN', 'SharkNinja']"
SNA,Snap-on Incorporated,"['SNA', 'Snap-on']"
SNAP,Snap Inc.,"['SNAP', 'Snap']"
SNDR,"Schneider National, Inc.","['SNDR', 'Schneider National']"
SNN,Smith & Nephew plc,"['SNN', 'Smith & Nephew']"
SNOW,Snowflake Inc.,"['SNOW', 'Snowflake']"
SNV,Synovus Financial Corp.,"['SNV', 'Synovus Financial']"
SNX,TD SYNNEX Corporation,"['SNX', 'TD SYNNEX']"
SO,The Southern Company,"['SO', 'Southern']"
SOI,"Solaris Oilfield Infrastructure, Inc.","['SOI', 'Solaris Oilfield Infrastructure']"
SOL,Emeren Group Ltd,"['SOL', 'Emeren']"
SON,Sonoco Products Company,"['SON', 'Sonoco Products']"
SONY,Sony Group Corporation,"['SONY', 'Sony']"
SPB,"Spectrum Brands Holdings, Inc.","['SPB', 'Spectrum Brands Holdings']"
SPCE,"Virgin Galactic Holdings, Inc.","['SPCE', 'Virgin Galactic Holdings']"
SPG,"Simon Property Group, Inc.","['SPG', 'Simon Property']"
SPGI,S&P Global Inc.,"['SPGI', 'S&P Global']"
SPH,"Suburban Propane Partners, L.P.","['SPH', 'Suburban Propane Partners']"
SPHR,Sphere Entertainment Co.,"['SPHR', 'Sphere Entertainment']"
SPNT,SiriusPoint Ltd.,"['SPNT', 'SiriusPoint']"
SPOT,Spotify Technology S.A.,"['SPOT', 'Spotify Technology']"
SPR,"Spirit AeroSystems Holdings, Inc.","['SPR', 'Spirit AeroSystems Holdings']"
SPXC,"SPX Technologies, Inc.","['SPXC', 'SPX Technologies']"
SQ,"Block, Inc.","['SQ', 'Block']"
SQSP,"Squarespace, Inc.","['SQSP', 'Squarespace']"
SR,Spire Inc.,"['SR', 'Spire']"
SRC,"Spirit Realty Capital, Inc.","['SRC', 'Spirit Realty Capital']"
SRE,Sempra,"['SRE', 'Sempra']"
SRG,Seritage Growth Properties,"['SRG', 'Seritage Growth Properties']"
SRI,"Stoneridge, Inc.","['SRI', 'Stoneridge']"
SSD,"Simpson Manufacturing Co., Inc.","['SSD', 'Simpson']"
SSL,Sasol Limited,"['SSL', 'Sasol']"
SST,"System1, Inc.","['SST', 'System1']"
SSTK,"Shutterstock, Inc.","['SSTK', 'Shutterstock']"
ST,Sensata Technologies Holding plc,"['ST', 'Sensata Technologies Holding']"
STAG,"STAG Industrial, Inc.","['STAG', 'STAG Industrial']"
STC,Stewart Information Services Corporation,"['STC', 'Stewart Information']"
STE,STERIS plc,"['STE', 'STERIS']"
STEL,"Stellar Bancorp, Inc.","['STEL', 'Stellar Bancorp']"
STLA,Stellantis N.V.,"['STLA', 'Stellantis NV']"
STM,STMicroelectronics N.V.,"['STM', 'STMicroelectronics NV']"
STN,Stantec Inc.,"['STN', 'Stantec']"
STNG,Scorpio Tankers Inc.,"['STNG', 'Scorpio Tankers']"
STT,State Street Corporation,"['STT', 'State Street']"
STVN,Stevanato Group S.p.A.,"['STVN', 'Stevanato SpA']"
STWD,"Starwood Property Trust, Inc.","['STWD', 'Starwood Property Trust']"
STZ,"Constellation Brands, Inc.","['STZ', 'Constellation Brands']"
SUI,"Sun Communities, Inc.","['SUI', 'Sun Communities']"
SUM,"Summit Materials, Inc.","['SUM', 'Summit Materials']"
SUN,Sunoco LP,"['SUN', 'Sunoco']"
SUZ,Suzano S.A.,"['SUZ', 'Suzano']"
SWI,SolarWinds Corporation,"['SWI', 'SolarWinds']"
SWK,"Stanley Black & Decker, Inc.","['SWK', 'Stanley Black & Decker']"
SWN,Southwestern Energy Company,"['SWN', 'Southwestern Energy']"
SWX,"Southwest Gas Holdings, Inc.","['SWX', 'Southwest Gas Holdings']"
SXC,"SunCoke Energy, Inc.","['SXC', 'SunCoke Energy']"
SXI,Standex International Corporation,"['SXI', 'Standex']"
SXT,Sensient Technologies Corporation,"['SXT', 'Sensient Technologies']"
SYF,Synchrony Financial,"['SYF', 'Synchrony Financial']"
SYK,Stryker Corporation,"['SYK', 'Stryker']"
SYY,Sysco Corporation,"['SYY', 'Sysco']"
T,AT&T Inc.,"['T', 'AT&T']"
TAC,TransAlta Corporation,"['TAC', 'TransAlta']"
TAK,Takeda Pharmaceutical Company Limited,"['TAK', 'Takeda Pharmaceutical']"
TAL,TAL Education Group,"['TAL', 'TAL Education']"
TALO,Talos Energy Inc.,"['TALO', 'Talos Energy']"
TAP,Molson Coors Beverage Company,"['TAP', 'Molson Coors Beverage']"
TARO,Taro Pharmaceutical Industries Ltd.,"['TARO', 'Taro Pharmaceutical Industries']"
TBI,"TrueBlue, Inc.","['TBI', 'TrueBlue']"
TCN,Tricon Residential Inc.,"['TCN', 'Tricon Residential']"
TCS,"The Container Store Group, Inc.","['TCS', 'Container']"
TD,The Toronto-Dominion Bank,"['TD', 'Toronto-Dominion']"
TDC,Teradata Corporation,"['TDC', 'Teradata']"
TDG,TransDigm Group Incorporated,"['TDG', 'TransDigm']"
TDOC,"Teladoc Health, Inc.","['TDOC', 'Teladoc Health']"
TDS,"Telephone and Data Systems, Inc.","['TDS', 'Telephone Data Systems']"
TDW,Tidewater Inc.,"['TDW', 'Tidewater']"
TDY,Teledyne Technologies Incorporated,"['TDY', 'Teledyne Technologies']"
TECK,Teck Resources Limited,"['TECK', 'Teck Resources']"
TEF,"Telefónica, S.A.","['TEF', 'Telefónica']"
TEL,TE Connectivity Ltd.,"['TEL', 'TE Connectivity']"
TEVA,Teva Pharmaceutical Industries Limited,"['TEVA', 'Teva Pharmaceutical Industries']"
TEX,Terex Corporation,"['TEX', 'Terex']"
TFC,Truist Financial Corporation,"['TFC', 'Truist Financial']"
TFII,TFI International Inc.,"['TFII', 'TFI']"
TFX,Teleflex Incorporated,"['TFX', 'Teleflex']"
TG,Tredegar Corporation,"['TG', 'Tredegar']"
TGH,Textainer Group Holdings Limited,"['TGH', 'Textainer Holdings']"
TGI,"Triumph Group, Inc.","['TGI', 'Triumph']"
TGLS,Tecnoglass Inc.,"['TGLS', 'Tecnoglass']"
TGNA,TEGNA Inc.,"['TGNA', 'TEGNA']"
TGT,Target Corporation,"['TGT', 'Target']"
THC,Tenet Healthcare Corporation,"['THC', 'Tenet Healthcare']"
THG,"The Hanover Insurance Group, Inc.","['THG', 'Hanover Insurance']"
THO,"THOR Industries, Inc.","['THO', 'THOR Industries']"
THR,"Thermon Group Holdings, Inc.","['THR', 'Thermon Holdings']"
THS,"TreeHouse Foods, Inc.","['THS', 'TreeHouse Foods']"
TIMB,TIM S.A.,"['TIMB', 'TIM']"
TJX,"The TJX Companies, Inc.","['TJX', 'TJX Companies']"
TKO,"TKO Group Holdings, Inc.","['TKO', 'TKO Holdings']"
TKR,The Timken Company,"['TKR', 'Timken']"
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,"['TLK', 'Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk']"
TLYS,"Tilly's, Inc.","['TLYS', ""Tilly's""]"
TM,Toyota Motor Corporation,"['TM', 'Toyota Motor']"
TME,Tencent Music Entertainment Group,"['TME', 'Tencent Music Entertainment']"
TMHC,Taylor Morrison Home Corporation,"['TMHC', 'Taylor Morrison Home']"
TMO,Thermo Fisher Scientific Inc.,"['TMO', 'Thermo Fisher Scientific']"
TMST,TimkenSteel Corporation,"['TMST', 'TimkenSteel']"
TNC,Tennant Company,"['TNC', 'Tennant']"
TNET,"TriNet Group, Inc.","['TNET', 'TriNet']"
TNK,Teekay Tankers Ltd.,"['TNK', 'Teekay Tankers']"
TNL,Travel + Leisure Co.,"['TNL', '+ Leisure']"
TOL,"Toll Brothers, Inc.","['TOL', 'Toll Brothers']"
TOST,"Toast, Inc.","['TOST', 'Toast']"
TPB,"Turning Point Brands, Inc.","['TPB', 'Turning Point Brands']"
TPC,Tutor Perini Corporation,"['TPC', 'Tutor Perini']"
TPH,"Tri Pointe Homes, Inc.","['TPH', 'Tri Pointe Homes']"
TPL,Texas Pacific Land Corporation,"['TPL', 'Texas Pacific Land']"
TPR,"Tapestry, Inc.","['TPR', 'Tapestry']"
TPX,"Tempur Sealy International, Inc.","['TPX', 'Tempur Sealy']"
TR,"Tootsie Roll Industries, Inc.","['TR', 'Tootsie Roll Industries']"
TRC,Tejon Ranch Co.,"['TRC', 'Tejon Ranch']"
TREX,"Trex Company, Inc.","['TREX', 'Trex']"
TRGP,Targa Resources Corp.,"['TRGP', 'Targa Resources']"
TRI,Thomson Reuters Corporation,"['TRI', 'Thomson Reuters']"
TRN,"Trinity Industries, Inc.","['TRN', 'Trinity Industries']"
TRNO,Terreno Realty Corporation,"['TRNO', 'Terreno Realty']"
TROX,Tronox Holdings plc,"['TROX', 'Tronox Holdings']"
TRP,TC Energy Corporation,"['TRP', 'TC Energy']"
TRTX,"TPG RE Finance Trust, Inc.","['TRTX', 'TPG RE Finance Trust']"
TRU,TransUnion,"['TRU', 'TransUnion']"
TRV,"The Travelers Companies, Inc.","['TRV', 'Travelers Companies']"
TS,Tenaris S.A.,"['TS', 'Tenaris']"
TSE,Trinseo PLC,"['TSE', 'Trinseo']"
TSM,Taiwan Semiconductor Manufacturing Company Limited,"['TSM', 'Taiwan Semiconductor']"
TSN,"Tyson Foods, Inc.","['TSN', 'Tyson Foods']"
TT,Trane Technologies plc,"['TT', 'Trane Technologies']"
TTC,The Toro Company,"['TTC', 'Toro']"
TTE,TotalEnergies SE,"['TTE', 'TotalEnergies SE']"
TTI,"TETRA Technologies, Inc.","['TTI', 'TETRA Technologies']"
TV,"Grupo Televisa, S.A.B.","['TV', 'Grupo Televisa SAB']"
TWI,"Titan International, Inc.","['TWI', 'Titan']"
TWLO,Twilio Inc.,"['TWLO', 'Twilio']"
TWO,Two Harbors Investment Corp.,"['TWO', 'Two Harbors Investment']"
TX,Ternium S.A.,"['TX', 'Ternium']"
TXT,Textron Inc.,"['TXT', 'Textron']"
TYL,"Tyler Technologies, Inc.","['TYL', 'Tyler Technologies']"
U,Unity Software Inc.,"['U', 'Unity Software']"
UA,"Under Armour, Inc.","['UA', 'Under Armour']"
UAA,"Under Armour, Inc.","['UAA', 'Under Armour']"
UAN,"CVR Partners, LP","['UAN', 'CVR Partners']"
UBER,"Uber Technologies, Inc.","['UBER', 'Uber Technologies']"
UBS,UBS Group AG,"['UBS', 'UBS AG']"
UDR,"UDR, Inc.","['UDR', 'UDR']"
UE,Urban Edge Properties,"['UE', 'Urban Edge Properties']"
UGI,UGI Corporation,"['UGI', 'UGI']"
UGP,Ultrapar Participações S.A.,"['UGP', 'Ultrapar Participações']"
UHAL,U-Haul Holding Company,"['UHAL', 'U-Haul Holding']"
UHS,"Universal Health Services, Inc.","['UHS', 'Universal Health']"
UHT,Universal Health Realty Income Trust,"['UHT', 'Universal Health Realty Income Trust']"
UI,Ubiquiti Inc.,"['UI', 'Ubiquiti']"
UIS,Unisys Corporation,"['UIS', 'Unisys']"
UL,Unilever PLC,"['UL', 'Unilever']"
UMH,"UMH Properties, Inc.","['UMH', 'UMH Properties']"
UNF,UniFirst Corporation,"['UNF', 'UniFirst']"
UNFI,"United Natural Foods, Inc.","['UNFI', 'United Natural Foods']"
UNH,UnitedHealth Group Incorporated,"['UNH', 'UnitedHealth']"
UNM,Unum Group,"['UNM', 'Unum']"
UNP,Union Pacific Corporation,"['UNP', 'Union Pacific']"
UPS,"United Parcel Service, Inc.","['UPS', 'United Parcel']"
URI,"United Rentals, Inc.","['URI', 'United Rentals']"
USB,U.S. Bancorp,"['USB', 'US Bancorp']"
USFD,US Foods Holding Corp.,"['USFD', 'US Foods Holding']"
USM,United States Cellular Corporation,"['USM', 'United States Cellular']"
USNA,"USANA Health Sciences, Inc.","['USNA', 'USANA Health Sciences']"
USPH,"U.S. Physical Therapy, Inc.","['USPH', 'US Physical Therapy']"
UTI,"Universal Technical Institute, Inc.","['UTI', 'Universal Technical Institute']"
UTL,Unitil Corporation,"['UTL', 'Unitil']"
UTZ,"Utz Brands, Inc.","['UTZ', 'Utz Brands']"
UVE,"Universal Insurance Holdings, Inc.","['UVE', 'Universal Insurance Holdings']"
UVV,Universal Corporation,"['UVV', 'Universal']"
UWMC,UWM Holdings Corporation,"['UWMC', 'UWM Holdings']"
V,Visa Inc.,"['V', 'Visa']"
VAC,Marriott Vacations Worldwide Corporation,"['VAC', 'Marriott Vacations Worldwide']"
VAL,Valaris Limited,"['VAL', 'Valaris']"
VALE,Vale S.A.,"['VALE', 'Vale']"
VEEV,Veeva Systems Inc.,"['VEEV', 'Veeva Systems']"
VET,Vermilion Energy Inc.,"['VET', 'Vermilion Energy']"
VFC,V.F. Corporation,"['VFC', 'VF']"
VGR,Vector Group Ltd.,"['VGR', 'Vector']"
VHI,"Valhi, Inc.","['VHI', 'Valhi']"
VICI,VICI Properties Inc.,"['VICI', 'VICI Properties']"
VIPS,Vipshop Holdings Limited,"['VIPS', 'Vipshop Holdings']"
VIST,"Vista Energy, S.A.B. de C.V.","['VIST', 'Vista Energy SAB de CV']"
VIV,Telefônica Brasil S.A.,"['VIV', 'Telefônica Brasil']"
VLN,Valens Semiconductor Ltd.,"['VLN', 'Valens Semiconductor']"
VLO,Valero Energy Corporation,"['VLO', 'Valero Energy']"
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.","['VLRS', 'Controladora Vuela Compañía de Aviación SAB de CV']"
VLTO,Veralto Corporation,"['VLTO', 'Veralto']"
VMC,Vulcan Materials Company,"['VMC', 'Vulcan Materials']"
VMI,"Valmont Industries, Inc.","['VMI', 'Valmont Industries']"
VNO,Vornado Realty Trust,"['VNO', 'Vornado Realty Trust']"
VNT,Vontier Corporation,"['VNT', 'Vontier']"
VOYA,"Voya Financial, Inc.","['VOYA', 'Voya Financial']"
VRE,"Veris Residential, Inc.","['VRE', 'Veris Residential']"
VRT,Vertiv Holdings Co,"['VRT', 'Vertiv Holdings']"
VSCO,Victoria's Secret & Co.,"['VSCO', ""Victoria's Secret &""]"
VSH,"Vishay Intertechnology, Inc.","['VSH', 'Vishay Intertechnology']"
VST,Vistra Corp.,"['VST', 'Vistra']"
VSTO,Vista Outdoor Inc.,"['VSTO', 'Vista Outdoor']"
VSTS,Vestis Corporation,"['VSTS', 'Vestis']"
VTLE,"Vital Energy, Inc.","['VTLE', 'Vital Energy']"
VTOL,Bristow Group Inc.,"['VTOL', 'Bristow']"
VTR,"Ventas, Inc.","['VTR', 'Ventas']"
VTS,"Vitesse Energy, Inc.","['VTS', 'Vitesse Energy']"
VVI,Viad Corp,"['VVI', 'Viad']"
VVV,Valvoline Inc.,"['VVV', 'Valvoline']"
VVX,"V2X, Inc.","['VVX', 'V2X']"
VYX,NCR Voyix Corporation,"['VYX', 'NCR Voyix']"
VZIO,VIZIO Holding Corp.,"['VZIO', 'VIZIO Holding']"
W,Wayfair Inc.,"['W', 'Wayfair']"
WAB,Westinghouse Air Brake Technologies Corporation,"['WAB', 'Westinghouse Air Brake Technologies']"
WAL,Western Alliance Bancorporation,"['WAL', 'Western Alliance Bancorporation']"
WAT,Waters Corporation,"['WAT', 'Waters']"
WBS,Webster Financial Corporation,"['WBS', 'Webster Financial']"
WCC,"WESCO International, Inc.","['WCC', 'WESCO']"
WCN,"Waste Connections, Inc.","['WCN', 'Waste Connections']"
WD,"Walker & Dunlop, Inc.","['WD', 'Walker & Dunlop']"
WDS,Woodside Energy Group Ltd,"['WDS', 'Woodside Energy']"
WEC,"WEC Energy Group, Inc.","['WEC', 'WEC Energy']"
WELL,Welltower Inc.,"['WELL', 'Welltower']"
WES,"Western Midstream Partners, LP","['WES', 'Western Midstream Partners']"
WEX,WEX Inc.,"['WEX', 'WEX']"
WFC,Wells Fargo & Company,"['WFC', 'Wells Fargo &']"
WFG,West Fraser Timber Co. Ltd.,"['WFG', 'West Fraser Timber']"
WGO,"Winnebago Industries, Inc.","['WGO', 'Winnebago Industries']"
WH,"Wyndham Hotels & Resorts, Inc.","['WH', 'Wyndham & Resorts']"
WHD,"Cactus, Inc.","['WHD', 'Cactus']"
WHR,Whirlpool Corporation,"['WHR', 'Whirlpool']"
WIT,Wipro Limited,"['WIT', 'Wipro']"
WK,Workiva Inc.,"['WK', 'Workiva']"
WKC,World Kinect Corporation,"['WKC', 'World Kinect']"
WLK,Westlake Corporation,"['WLK', 'Westlake']"
WLY,"John Wiley & Sons, Inc.","['WLY', 'John Wiley & Sons']"
WM,"Waste Management, Inc.","['WM', 'Waste Management']"
WMB,"The Williams Companies, Inc.","['WMB', 'Williams Companies']"
WMK,"Weis Markets, Inc.","['WMK', 'Weis Markets']"
WMS,"Advanced Drainage Systems, Inc.","['WMS', 'Advanced Drainage Systems']"
WMT,Walmart Inc.,"['WMT', 'Walmart']"
WNC,Wabash National Corporation,"['WNC', 'Wabash National']"
WNS,WNS (Holdings) Limited,"['WNS', 'WNS (Holdings)']"
WOLF,"Wolfspeed, Inc.","['WOLF', 'Wolfspeed']"
WOR,"Worthington Enterprises, Inc.","['WOR', 'Worthington']"
WOW,"WideOpenWest, Inc.","['WOW', 'WideOpenWest']"
WPC,W. P. Carey Inc.,"['WPC', 'W P Carey']"
WPM,Wheaton Precious Metals Corp.,"['WPM', 'Wheaton Precious Metals']"
WPP,WPP plc,"['WPP', 'WPP']"
WRB,W. R. Berkley Corporation,"['WRB', 'W R Berkley']"
WRBY,Warby Parker Inc.,"['WRBY', 'Warby Parker']"
WRK,WestRock Company,"['WRK', 'WestRock']"
WSM,"Williams-Sonoma, Inc.","['WSM', 'Williams-Sonoma']"
WSO,"Watsco, Inc.","['WSO', 'Watsco']"
WSR,Whitestone REIT,"['WSR', 'Whitestone REIT']"
WST,"West Pharmaceutical Services, Inc.","['WST', 'West Pharmaceutical']"
WT,"WisdomTree, Inc.","['WT', 'WisdomTree']"
WTI,"W&T Offshore, Inc.","['WTI', 'W&T Offshore']"
WTM,"White Mountains Insurance Group, Ltd.","['WTM', 'White Mountains Insurance']"
WTRG,"Essential Utilities, Inc.","['WTRG', 'Essential Utilities']"
WTS,"Watts Water Technologies, Inc.","['WTS', 'Watts Water Technologies']"
WTTR,"Select Water Solutions, Inc.","['WTTR', 'Select Water Solutions']"
WU,The Western Union Company,"['WU', 'Western Union']"
WWW,"Wolverine World Wide, Inc.","['WWW', 'Wolverine World Wide']"
WY,Weyerhaeuser Company,"['WY', 'Weyerhaeuser']"
X,United States Steel Corporation,"['X', 'United States Steel']"
XHR,"Xenia Hotels & Resorts, Inc.","['XHR', 'Xenia & Resorts']"
XOM,Exxon Mobil Corporation,"['XOM', 'Exxon Mobil']"
XPER,Xperi Inc.,"['XPER', 'Xperi']"
XPO,"XPO, Inc.","['XPO', 'XPO']"
XPOF,"Xponential Fitness, Inc.","['XPOF', 'Xponential Fitness']"
XPRO,Expro Group Holdings N.V.,"['XPRO', 'Expro Holdings NV']"
XYL,Xylem Inc.,"['XYL', 'Xylem']"
YALA,Yalla Group Limited,"['YALA', 'Yalla']"
YELP,Yelp Inc.,"['YELP', 'Yelp']"
YETI,"YETI Holdings, Inc.","['YETI', 'YETI Holdings']"
YEXT,"Yext, Inc.","['YEXT', 'Yext']"
YMM,Full Truck Alliance Co. Ltd.,"['YMM', 'Full Truck Alliance']"
YOU,"Clear Secure, Inc.","['YOU', 'Clear Secure']"
YPF,YPF Sociedad Anónima,"['YPF', 'YPF Sociedad Anónima']"
YUM,"Yum! Brands, Inc.","['YUM', 'Yum! Brands']"
YUMC,"Yum China Holdings, Inc.","['YUMC', 'Yum China Holdings']"
ZBH,"Zimmer Biomet Holdings, Inc.","['ZBH', 'Zimmer Biomet Holdings']"
ZETA,Zeta Global Holdings Corp.,"['ZETA', 'Zeta Global Holdings']"
ZGN,Ermenegildo Zegna N.V.,"['ZGN', 'Ermenegildo Zegna NV']"
ZH,Zhihu Inc.,"['ZH', 'Zhihu']"
ZIP,"ZipRecruiter, Inc.","['ZIP', 'ZipRecruiter']"
ZTO,ZTO Express (Cayman) Inc.,"['ZTO', 'ZTO Express (Cayman)']"
ZTS,Zoetis Inc.,"['ZTS', 'Zoetis']"
ZUO,"Zuora, Inc.","['ZUO', 'Zuora']"
